ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,LIGH_1,TEMP_1,GRAV_X,GRAV_Y,GRAV_Z,LINACC_X,LINACC_Y,LINACC_Z,ROTVEC_X,ROTVEC_Y,ROTVEC_Z,TEMP_2,TIME,VOICE
3.288436,0.9840169,5.0840874,0.4818404,0.009228386,0.53518057,0.57,25.6,4.0393176,1.3461399,8.834005,-0.7508815,-0.362123,-3.7499185,-0.05487925,-0.21580908,-0.52667254,0.0,2016-12-29 19:02:38,68.06730729175081
3.5685577,-0.94211835,4.8362875,-0.16157877,0.34903923,0.40202093,0.57,25.6,3.8383543,0.6262334,9.002348,-0.2697966,-1.5683517,-4.1660604,-0.0659885,-0.19143167,-0.46405533,0.0,2016-12-29 19:02:39,69.33684370917078
3.83192,-0.49200845,4.909311,-0.048662078,0.19778658,0.4105457,0.57,25.5,3.4659061,0.30855274,9.168446,0.3660136,-0.8005612,-4.2591352,-0.068717435,-0.16676892,-0.4539232,0.0,2016-12-29 19:02:40,75.16564412727612
3.6475663,0.16998832,4.734534,-0.116839,0.3437278,0.50215846,0.57,25.5,3.4738371,0.8668507,9.12954,0.17372926,-0.69686234,-4.395006,-0.046292838,-0.17992754,-0.46793678,0.0,2016-12-29 19:02:41,70.54901870308092
2.7964275,0.038307227,5.197812,-0.17649408,0.38634264,0.8963071,0.57,25.5,3.017592,0.33294368,9.324817,-0.22116438,-0.29463646,-4.127005,-0.0440358,-0.15041177,-0.37978294,0.0,2016-12-29 19:02:42,70.5766324331054
3.0142999,-0.5770026,7.2687964,-0.09553558,0.31285617,0.5639478,0.57,25.5,3.2347162,0.3549404,9.250896,-0.22041619,-0.931943,-1.9820998,-0.03605149,-0.1644136,-0.31489232,0.0,2016-12-29 19:02:43,68.33742305315982
2.1535845,0.7278373,5.5581393,-0.19993176,0.37997237,0.88352793,0.57,25.5,3.4005146,0.8111855,9.162311,-1.2469301,-0.08334815,-3.6041713,-0.013504906,-0.18074165,-0.29884854,0.0,2016-12-29 19:02:44,68.82675920096644
1.839944,0.50158525,7.3298483,0.28156698,0.11899084,1.1626285,0.57,25.5,2.6580129,0.67202246,9.415498,-0.8180688,-0.17043723,-2.085649,-0.007854663,-0.14098574,-0.2956771,0.0,2016-12-29 19:02:45,67.18660391372923
2.457648,1.388637,7.5046253,-0.4630542,0.764556,0.6928496,0.57,25.5,3.88968,1.2940661,8.908675,-1.4320319,0.094570965,-1.4040496,0.02143101,-0.21289347,-0.21400447,0.0,2016-12-29 19:02:46,69.57407093196576
-0.30406362,0.21787235,10.315418,-0.7187182,0.6111622,0.25289616,0.57,25.5,1.141735,-0.39369655,9.731981,-1.4457985,0.61156887,0.583437,-0.03353487,-0.051783398,-0.23991023,0.0,2016-12-29 19:02:47,70.3280026285261
